物件名,路線,最寄駅,距離,住所,築年数,賃料,部屋数,プラン,面積,管理費,敷金,礼金
ベラジオ雅び四条通2,阪急京都線,大宮駅,6,京都府京都市中京区壬生花井町,2,10.98,1,LDK,39.19,10190,,12
ベラジオ雅び四条通2,阪急京都線,大宮駅,6,京都府京都市中京区壬生花井町,2,10.99,1,LDK,39.19,10190,,12
Ｐｒｉｍｅ三条小川,地下鉄東西線,二条城前駅,5,京都府京都市中京区西堂町,7,7.2,1,K,28.63,6000,7.2,7.2
Ｐｒｉｍｅ三条小川,地下鉄東西線,二条城前駅,5,京都府京都市中京区西堂町,7,7.2,1,K,25.87,6000,7.2,7.2
コクーン三条大宮,阪急京都線,大宮駅,7,京都府京都市中京区三条大宮町,37,4.3,1,R,21.06,6000,,
コクーン三条大宮,阪急京都線,大宮駅,7,京都府京都市中京区三条大宮町,37,7.4,1,LDK,34.59,6000,,
コクーン三条大宮,阪急京都線,大宮駅,7,京都府京都市中京区三条大宮町,37,7.6,1,LDK,34,6000,,
コクーン三条大宮,阪急京都線,大宮駅,7,京都府京都市中京区三条大宮町,37,7.7,1,LDK,45,6000,,
ヴェール柊,地下鉄烏丸線,烏丸御池駅,5,京都府京都市中京区柊町,29,5,1,K,19.21,5000,,5
ヴェール柊,地下鉄烏丸線,烏丸御池駅,5,京都府京都市中京区柊町,29,5,1,K,20.4,5000,,5
ヴェール柊,地下鉄烏丸線,烏丸御池駅,5,京都府京都市中京区柊町,29,5,1,K,20.4,5000,,5
ヴェール柊,地下鉄烏丸線,烏丸御池駅,5,京都府京都市中京区柊町,29,5.2,1,K,19.21,5000,,5.2
ヴェール柊,地下鉄烏丸線,烏丸御池駅,5,京都府京都市中京区柊町,29,5.2,1,K,20.4,5000,,5.2
ヴェール柊,地下鉄烏丸線,烏丸御池駅,5,京都府京都市中京区柊町,29,5.3,1,K,20.4,5000,,5.3
ヴェール柊,地下鉄烏丸線,烏丸御池駅,5,京都府京都市中京区柊町,29,5.3,1,K,21.09,5000,,5.5
Ｗｉｔｈ京Ｇｒａｎｄｅｓ,地下鉄烏丸線,烏丸御池駅,9,京都府京都市中京区三条油小路町,6,14.3,2,LDK,50.24,10000,14.3,20
Ｗｉｔｈ京Ｇｒａｎｄｅｓ,地下鉄烏丸線,烏丸御池駅,9,京都府京都市中京区三条油小路町,6,14,2,LDK,50.24,13000,14,20
Ｗｉｔｈ京Ｇｒａｎｄｅｓ,地下鉄烏丸線,烏丸御池駅,9,京都府京都市中京区三条油小路町,6,14.3,2,LDK,50.24,13000,14.3,20
Ｗｉｔｈ京Ｇｒａｎｄｅｓ,地下鉄烏丸線,烏丸御池駅,9,京都府京都市中京区三条油小路町,6,14.3,2,LDK,50.24,13000,14.3,20
ＶＩＬＬＥＨＥＩＡＮ四条烏丸,地下鉄烏丸線,四条駅,4,京都府京都市中京区一蓮社町,10,20,2,LDK,86.98,20000,,30
ＶＩＬＬＥＨＥＩＡＮ四条烏丸,地下鉄烏丸線,四条駅,4,京都府京都市中京区一蓮社町,10,20,2,LDK,86.98,20000,,30
地下鉄烏丸線 四条駅 6階建 築10年,地下鉄烏丸線,四条駅,4,京都府京都市中京区一蓮社町,10,20,2,LDK,86.98,20000,,30
グランレブリー烏丸御池,地下鉄烏丸線,烏丸御池駅,3,京都府京都市中京区長浜町,7,7.7,1,K,28.52,8000,,15.4
CERA御池（セラ）,地下鉄東西線,西大路御池駅,3,京都府京都市中京区西ノ京原町,34,4.9,1,LDK,28.78,5000,,
アスヴェル京都壬生EAST,阪急京都線,西院駅,9,京都府京都市中京区壬生下溝町,5,6.45,1,K,23.78,5550,,7.2
アスヴェル京都壬生EAST,阪急京都線,西院駅,9,京都府京都市中京区壬生下溝町,5,6.55,1,K,23.78,5550,,7.1
アスヴェル京都壬生EAST,阪急京都線,西院駅,9,京都府京都市中京区壬生下溝町,5,6.64,1,K,23.78,5550,,7.2
アスヴェル京都壬生EAST,阪急京都線,西院駅,9,京都府京都市中京区壬生下溝町,5,6.65,1,K,23.78,5550,,7.2
アスヴェル京都壬生EAST,阪急京都線,西院駅,9,京都府京都市中京区壬生下溝町,5,6.65,1,K,23.78,5550,,7.2
ZEST24,地下鉄烏丸線,丸太町駅,5,京都府京都市中京区天守町,28,4.4,1,K,17.5,6000,,4.4
ZEST24,地下鉄烏丸線,丸太町駅,5,京都府京都市中京区天守町,28,4.6,1,K,19.4,6000,,4.6
シャトレ・カルム,地下鉄東西線,二条城前駅,5,京都府京都市中京区大文字町,36,5.8,1,K,23.93,,,5.8
シャトレ・カルム,地下鉄東西線,二条城前駅,5,京都府京都市中京区大文字町,36,5.9,1,K,25.57,,,
清和マンション,阪急京都線,大宮駅,8,京都府京都市中京区壬生坊城町,35,5.3,1,K,25,,,
清和マンション,阪急京都線,大宮駅,8,京都府京都市中京区壬生坊城町,35,5.6,1,K,20.1,,,
ガーデンフォレスト,地下鉄東西線,西大路御池駅,9,京都府京都市中京区壬生上大竹町,6,6.1,1,K,24.75,3000,,12.2
ガーデンフォレスト,地下鉄東西線,西大路御池駅,9,京都府京都市中京区壬生上大竹町,6,6.4,1,K,24.75,3000,,
ＤＥＴＯＭ－1　二条城南,阪急京都線,大宮駅,7,京都府京都市中京区壬生馬場町,36,4,1,K,19.4,5000,,
ＤＥＴＯＭ－1　二条城南,阪急京都線,大宮駅,7,京都府京都市中京区壬生馬場町,36,5.6,1,K,19.04,5000,3,5.6
阪急京都線 大宮駅 10階建 築36年,阪急京都線,大宮駅,7,京都府京都市中京区壬生馬場町,36,4,1,K,22.4,5000,,
阪急京都線 大宮駅 10階建 築36年,阪急京都線,大宮駅,7,京都府京都市中京区壬生馬場町,36,5.6,1,K,19.04,5000,3,5.6
コーポアルビオレ,ＪＲ山陰本線,丹波口駅,6,京都府京都市中京区壬生辻町,37,4.3,1,K,18,,,
コーポアルビオレ,ＪＲ山陰本線,丹波口駅,6,京都府京都市中京区壬生辻町,37,4.3,1,K,16.5,,,
コーポアルビオレ,ＪＲ山陰本線,丹波口駅,6,京都府京都市中京区壬生辻町,37,4.4,1,K,19.44,,,
コーポアルビオレ,ＪＲ山陰本線,丹波口駅,6,京都府京都市中京区壬生辻町,37,4.4,1,K,20,,,
コーポアルビオレ,ＪＲ山陰本線,丹波口駅,6,京都府京都市中京区壬生辻町,37,4.4,1,K,16.5,,,
コーポアルビオレ,ＪＲ山陰本線,丹波口駅,6,京都府京都市中京区壬生辻町,37,4.4,1,K,16.2,,,
コーポアルビオレ,ＪＲ山陰本線,丹波口駅,6,京都府京都市中京区壬生辻町,37,4.5,1,K,18,,,
コーポアルビオレ,ＪＲ山陰本線,丹波口駅,6,京都府京都市中京区壬生辻町,37,4.5,1,K,16.2,,,
コーポアルビオレ,ＪＲ山陰本線,丹波口駅,6,京都府京都市中京区壬生辻町,37,5.5,1,DK,28,,,
コーポアルビオレ,ＪＲ山陰本線,丹波口駅,6,京都府京都市中京区壬生辻町,37,5.5,1,DK,28,,,
コーポアルビオレ,ＪＲ山陰本線,丹波口駅,6,京都府京都市中京区壬生辻町,37,5.5,1,DK,28,,,
コーポアルビオレ,ＪＲ山陰本線,丹波口駅,6,京都府京都市中京区壬生辻町,37,5.5,1,R,21.87,,,
コーポアルビオレ,ＪＲ山陰本線,丹波口駅,6,京都府京都市中京区壬生辻町,37,5.3,1,DK,30.78,8000,,
サンハウス御池,地下鉄東西線,二条城前駅,2,京都府京都市中京区最上町,25,4.6,1,K,24,5000,,
紅彩ハウス,阪急京都線,大宮駅,5,京都府京都市中京区下瓦町,43,3.3,1,K,17.1,3000,,
紅彩ハウス,阪急京都線,大宮駅,5,京都府京都市中京区下瓦町,43,3.4,1,K,17.1,3000,,
紅彩ハウス,阪急京都線,大宮駅,5,京都府京都市中京区下瓦町,43,3.5,1,R,17,4000,,
紅彩ハウス,阪急京都線,大宮駅,5,京都府京都市中京区下瓦町,43,3.5,1,K,15,4000,,
紅彩ハウス,阪急京都線,大宮駅,5,京都府京都市中京区下瓦町,43,3.6,1,K,20.02,4000,,
紅彩ハウス,阪急京都線,大宮駅,5,京都府京都市中京区下瓦町,43,3.6,1,K,17,4000,,
紅彩ハウス,阪急京都線,大宮駅,5,京都府京都市中京区下瓦町,43,3.6,1,K,17,4000,,
紅彩ハウス,阪急京都線,大宮駅,5,京都府京都市中京区下瓦町,43,3.6,1,K,15,4000,,
サンフローラ丸太町,地下鉄東西線,二条駅,8,京都府京都市中京区聚楽廻東町,35,6.1,1,R,26.98,6000,,
サンフローラ丸太町,地下鉄東西線,二条駅,8,京都府京都市中京区聚楽廻東町,35,6.6,1,K,31.73,6000,,
地下鉄烏丸線 烏丸御池駅 5階建 新築,地下鉄烏丸線,烏丸御池駅,6,京都府京都市中京区滕屋町,0,29.98,2,LDK,71.52,,59.96,29.98
地下鉄烏丸線 烏丸御池駅 5階建 新築,地下鉄烏丸線,烏丸御池駅,6,京都府京都市中京区滕屋町,0,29.98,2,LDK,71.52,,59.96,29.98
地下鉄烏丸線 烏丸御池駅 5階建 新築,地下鉄烏丸線,烏丸御池駅,6,京都府京都市中京区滕屋町,0,68.98,4,LDK,162.54,,137.96,68.98
地下鉄烏丸線 烏丸御池駅 5階建 新築,地下鉄烏丸線,烏丸御池駅,6,京都府京都市中京区滕屋町,0,68.98,4,LDK,162.54,,137.96,68.98
ＡＫＡＴＳＵＫＩII,ＪＲ山陰本線,円町駅,6,京都府京都市中京区西ノ京南上合町,20,5.2,1,K,25.11,8000,,5.2
ＡＫＡＴＳＵＫＩII,ＪＲ山陰本線,円町駅,6,京都府京都市中京区西ノ京南上合町,20,5.4,1,K,25.11,8000,,
ＡＫＡＴＳＵＫＩII,ＪＲ山陰本線,円町駅,6,京都府京都市中京区西ノ京南上合町,20,16,4,LDK,118.1,,16,16
ＪＲ山陰本線 円町駅 3階建 築5年,ＪＲ山陰本線,円町駅,7,京都府京都市中京区西ノ京馬代町,5,7.3,1,LDK,30,7000,5,15
プログレーッソ西ノ京,ＪＲ山陰本線,円町駅,7,京都府京都市中京区西ノ京馬代町,5,7.3,1,LDK,30,7000,5,15
阪急京都線 大宮駅 2階建 築50年,阪急京都線,大宮駅,5,京都府京都市中京区壬生坊城町,50,7,5,K,63,,10,8
ＪＲ山陰本線 二条駅 4階建 築9年,ＪＲ山陰本線,二条駅,7,京都府京都市中京区壬生朱雀町,9,7.6,1,LDK,35.44,7000,5,20
ＪＲ山陰本線 二条駅 4階建 築9年,ＪＲ山陰本線,二条駅,7,京都府京都市中京区壬生朱雀町,9,8,1,LDK,35.44,7000,,20
ＪＲ山陰本線 二条駅 4階建 築9年,ＪＲ山陰本線,二条駅,7,京都府京都市中京区壬生朱雀町,9,8,1,LDK,35.44,7000,,20
ＪＲ山陰本線 二条駅 4階建 築9年,ＪＲ山陰本線,二条駅,7,京都府京都市中京区壬生朱雀町,9,8.4,1,LDK,35.44,7000,5,20
ビクトワール西大路御池,地下鉄東西線,西大路御池駅,2,京都府京都市中京区西ノ京南原町,13,7.9,1,LDK,35,7000,,25
ビクトワール西大路御池,地下鉄東西線,西大路御池駅,2,京都府京都市中京区西ノ京南原町,13,7.9,1,LDK,35.72,7000,,25
ビクトワール西大路御池,地下鉄東西線,西大路御池駅,2,京都府京都市中京区西ノ京南原町,13,7.9,1,LDK,35.72,7000,,25
ビクトワール西大路御池,地下鉄東西線,西大路御池駅,2,京都府京都市中京区西ノ京南原町,13,7.9,1,LDK,35.72,7000,,25
阪急京都線 大宮駅 9階建 築4年,阪急京都線,大宮駅,5,京都府京都市中京区壬生高樋町,4,7.34,1,K,26.25,6560,,8
阪急京都線 大宮駅 9階建 築4年,阪急京都線,大宮駅,5,京都府京都市中京区壬生高樋町,4,7.35,1,K,26.25,6560,,8
阪急京都線 大宮駅 9階建 築4年,阪急京都線,大宮駅,5,京都府京都市中京区壬生高樋町,4,9.96,1,LDK,37.73,9430,,10.9
ＪＲ山陰本線 円町駅 3階建 築13年,ＪＲ山陰本線,円町駅,7,京都府京都市中京区西ノ京笠殿町,13,11.1,2,LDK,62.87,4400,,11.1
ベラジオ四条通,阪急京都線,大宮駅,6,京都府京都市中京区壬生高樋町,4,7.34,1,K,26.25,6560,,8
ベラジオ四条通,阪急京都線,大宮駅,6,京都府京都市中京区壬生高樋町,4,7.35,1,K,26.25,6560,,8
ベラジオ四条通,阪急京都線,大宮駅,6,京都府京都市中京区壬生高樋町,4,9.95,1,LDK,37.73,9430,,10.9
ベラジオ四条通,阪急京都線,大宮駅,6,京都府京都市中京区壬生高樋町,4,9.96,1,LDK,37.73,9430,,10.9
ベラジオ四条通,阪急京都線,大宮駅,6,京都府京都市中京区壬生高樋町,4,9.96,1,LDK,37.32,9430,,10.9
阪急京都線 大宮駅 3階建 築15年,阪急京都線,大宮駅,7,京都府京都市中京区壬生馬場町,15,8,1,LDK,39.76,7000,,8
阪急京都線 大宮駅 3階建 築15年,阪急京都線,大宮駅,7,京都府京都市中京区壬生馬場町,15,8.2,1,LDK,39.75,7000,,8.2
カスタリア壬生,阪急京都線,大宮駅,7,京都府京都市中京区壬生相合町,16,7.7,1,LDK,34.51,8000,,
カスタリア壬生,阪急京都線,大宮駅,7,京都府京都市中京区壬生相合町,16,8,1,LDK,34.51,8000,16,8
カスタリア壬生,阪急京都線,大宮駅,7,京都府京都市中京区壬生相合町,16,8.3,1,LDK,34.51,8000,8.3,8.3
カスタリア壬生,阪急京都線,大宮駅,7,京都府京都市中京区壬生相合町,16,8.7,1,LDK,34.51,8000,17.4,8.7
カスタリア壬生,阪急京都線,大宮駅,7,京都府京都市中京区壬生相合町,16,8.7,1,LDK,34.51,8000,8.7,17.4
カスタリア壬生,阪急京都線,大宮駅,7,京都府京都市中京区壬生相合町,16,8.9,1,LDK,34.51,8000,8.9,8.9
カスタリア壬生,阪急京都線,大宮駅,7,京都府京都市中京区壬生相合町,16,8.8,1,LDK,34.51,10000,17.6,8.8
京福電鉄嵐山本線 西大路三条駅 3階建 築4年,京福電鉄嵐山本線,西大路三条駅,4,京都府京都市中京区西ノ京南原町,4,8.4,1,LDK,36.92,6000,,
阪急京都線 大宮駅 9階建 築2年,阪急京都線,大宮駅,6,京都府京都市中京区壬生花井町,2,10.99,1,LDK,39.19,10190,,12
ＪＲ山陰本線 二条駅 2階建 築10年,ＪＲ山陰本線,二条駅,7,京都府京都市中京区壬生馬場町,10,9,1,LDK,41,,,
セントリヴィエ二条,地下鉄東西線,二条駅,6,京都府京都市中京区西ノ京永本町,9,10.5,1,LDK,46.26,8000,10.5,15.75
セントリヴィエ二条,地下鉄東西線,二条駅,6,京都府京都市中京区西ノ京永本町,9,15,3,LDK,70.82,8000,15,30
ＪＲ山陰本線 円町駅 6階建 築44年,ＪＲ山陰本線,円町駅,5,京都府京都市中京区西ノ京中御門東町,44,8,3,LDK,55,5000,,8
阪急京都線 烏丸駅 10階建 築30年,阪急京都線,烏丸駅,4,京都府京都市中京区小結棚町,30,12,3,LDK,63.13,20000,,
阪急京都線 烏丸駅 10階建 築30年,阪急京都線,烏丸駅,4,京都府京都市中京区小結棚町,30,16,3,LDK,60,,,10
ジオ京都二条,ＪＲ山陰本線,二条駅,6,京都府京都市中京区壬生朱雀町,3,23.5,3,LDK,73.75,15000,23.5,47
ソレイユ京都二条,阪急京都線,大宮駅,7,京都府京都市中京区壬生馬場町,15,8,1,LDK,39.76,7000,,8
ソレイユ京都二条,阪急京都線,大宮駅,7,京都府京都市中京区壬生馬場町,15,8.2,1,LDK,39.75,7000,,8.2
メゾン東高田,阪急京都線,西院駅,8,京都府京都市中京区壬生東高田町,8,11.3,2,LDK,59.15,4500,5,22
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,10.8,1,LDK,33.87,10000,,21.6
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,10.8,1,LDK,33.87,10000,,21.6
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,11,1,LDK,33.87,10000,,22
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,11,1,LDK,33.87,10000,,22
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,11.4,1,LDK,35.43,10000,,22.8
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,11.4,1,LDK,35.43,10000,,22.8
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,11.6,1,LDK,35.43,10000,,23.2
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,11.6,1,LDK,35.43,10000,,23.2
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,11.6,1,LDK,35.43,10000,,23.2
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,11.6,1,LDK,35.43,10000,,23.2
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,11.7,1,LDK,35.43,10000,,23.4
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,12,1,LDK,36.77,10000,,24
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,12,1,LDK,36.77,10000,,24
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,12,1,LDK,36.77,10000,,24
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,12,1,LDK,36.77,10000,,24
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,12.1,1,LDK,36.77,10000,,24.2
京阪本線 三条駅 5階建 新築,京阪本線,三条駅,4,京都府京都市中京区北車屋町,0,12.1,1,LDK,36.77,10000,,24.2
ＪＲ山陰本線 円町駅 3階建 築5年,ＪＲ山陰本線,円町駅,3,京都府京都市中京区西ノ京中御門東町,5,6.2,1,K,24.57,5000,5,10
ＪＲ山陰本線 円町駅 3階建 築5年,ＪＲ山陰本線,円町駅,3,京都府京都市中京区西ノ京中御門東町,5,7.2,1,LDK,32.03,5000,7,14
GRANGE京都円町,ＪＲ山陰本線,円町駅,3,京都府京都市中京区西ノ京中御門東町,5,6.2,1,K,24.57,5000,5,10
GRANGE京都円町,ＪＲ山陰本線,円町駅,3,京都府京都市中京区西ノ京中御門東町,5,7.2,1,LDK,32.03,5000,7,14
ＪＲ山陰本線 二条駅 3階建 築13年,地下鉄東西線,西大路御池駅,10,京都府京都市中京区西ノ京冷泉町,13,9.3,1,LDK,41.53,7000,3,15
ＧＲＡＣＥ御池,地下鉄烏丸線,烏丸御池駅,5,京都府京都市中京区押西洞院町,17,7.3,1,K,31.9,6000,4,10.95
ＧＲＡＣＥ御池,地下鉄烏丸線,烏丸御池駅,5,京都府京都市中京区押西洞院町,17,9.1,1,LDK,46.81,6000,5,18.2
地下鉄烏丸線 烏丸御池駅 4階建 築17年,地下鉄烏丸線,烏丸御池駅,5,京都府京都市中京区押西洞院町,17,7.3,1,K,31.9,6000,4,10.95
地下鉄烏丸線 烏丸御池駅 4階建 築17年,地下鉄烏丸線,烏丸御池駅,5,京都府京都市中京区押西洞院町,17,9.1,1,LDK,46.81,6000,5,18.2
地下鉄東西線 西大路御池駅 2階建 築42年,地下鉄東西線,西大路御池駅,8,京都府京都市中京区西ノ京月輪町,42,8.5,4,DK,72.27,,,8.5
地下鉄烏丸線 烏丸御池駅 5階建 新築,地下鉄烏丸線,烏丸御池駅,7,京都府京都市中京区鍵屋町,0,16.2,1,LDK,50.8,7000,16.2,
地下鉄烏丸線 烏丸御池駅 5階建 新築,地下鉄烏丸線,烏丸御池駅,7,京都府京都市中京区鍵屋町,0,16.2,1,LDK,50.8,7000,16.2,
地下鉄烏丸線 烏丸御池駅 5階建 新築,地下鉄烏丸線,烏丸御池駅,7,京都府京都市中京区鍵屋町,0,16.3,1,LDK,50.8,7000,16.3,
地下鉄烏丸線 烏丸御池駅 5階建 新築,地下鉄烏丸線,烏丸御池駅,7,京都府京都市中京区鍵屋町,0,16.3,1,LDK,50.8,7000,16.3,
地下鉄烏丸線 烏丸御池駅 5階建 新築,地下鉄烏丸線,烏丸御池駅,7,京都府京都市中京区鍵屋町,0,16.4,1,LDK,50.8,7000,16.4,
地下鉄烏丸線 烏丸御池駅 5階建 新築,地下鉄烏丸線,烏丸御池駅,7,京都府京都市中京区鍵屋町,0,16.4,2,LDK,50.8,7000,16.4,
地下鉄烏丸線 烏丸御池駅 5階建 新築,地下鉄烏丸線,烏丸御池駅,7,京都府京都市中京区鍵屋町,0,16.4,1,LDK,50.8,7000,16.4,
地下鉄烏丸線 烏丸御池駅 5階建 新築,地下鉄烏丸線,烏丸御池駅,7,京都府京都市中京区鍵屋町,0,16.5,1,LDK,50.8,7000,16.5,
地下鉄烏丸線 烏丸御池駅 5階建 新築,地下鉄烏丸線,烏丸御池駅,7,京都府京都市中京区鍵屋町,0,16.6,2,LDK,50.6,7000,16.6,
地下鉄烏丸線 烏丸御池駅 5階建 新築,地下鉄烏丸線,烏丸御池駅,7,京都府京都市中京区鍵屋町,0,19.4,3,LDK,61.36,8000,19.4,
阪急京都線 西院駅 3階建 築8年,阪急京都線,西院駅,8,京都府京都市中京区壬生東高田町,8,11.3,2,LDK,59.15,4500,5,22
地下鉄烏丸線 烏丸御池駅 地下1地上9階建 新築,地下鉄東西線,二条城前駅,3,京都府京都市中京区式阿弥町,0,14.6,1,LDK,48.2,9000,14.6,14.6
地下鉄烏丸線 烏丸御池駅 地下1地上9階建 新築,地下鉄東西線,二条城前駅,3,京都府京都市中京区式阿弥町,0,14.6,1,LDK,48.2,9000,14.6,14.6
地下鉄烏丸線 烏丸御池駅 地下1地上9階建 新築,地下鉄東西線,二条城前駅,3,京都府京都市中京区式阿弥町,0,14.9,1,LDK,48.2,9000,14.9,14.9
地下鉄烏丸線 烏丸御池駅 地下1地上9階建 新築,地下鉄東西線,二条城前駅,3,京都府京都市中京区式阿弥町,0,15.5,1,LDK,48.2,9000,15.5,15.5
地下鉄烏丸線 烏丸御池駅 地下1地上9階建 新築,地下鉄東西線,二条城前駅,3,京都府京都市中京区式阿弥町,0,15.5,1,LDK,48.2,9000,15.5,15.5
地下鉄烏丸線 烏丸御池駅 地下1地上9階建 新築,地下鉄東西線,二条城前駅,3,京都府京都市中京区式阿弥町,0,15.8,1,LDK,48.2,9000,15.8,15.8
地下鉄烏丸線 烏丸御池駅 地下1地上9階建 新築,地下鉄東西線,二条城前駅,3,京都府京都市中京区式阿弥町,0,25.5,3,LDK,79.3,15000,25.5,51
地下鉄烏丸線 烏丸御池駅 地下1地上9階建 新築,地下鉄東西線,二条城前駅,3,京都府京都市中京区式阿弥町,0,28.5,3,LDK,79.5,15000,28.5,57
地下鉄烏丸線 烏丸御池駅 地下1地上9階建 新築,地下鉄東西線,二条城前駅,3,京都府京都市中京区式阿弥町,0,28.5,2,LDK,79.5,15000,28.5,57
阪急京都線 大宮駅 7階建 築16年,ＪＲ山陰本線,丹波口駅,7,京都府京都市中京区壬生相合町,16,7.7,1,LDK,34.51,8000,,
阪急京都線 大宮駅 7階建 築16年,ＪＲ山陰本線,丹波口駅,7,京都府京都市中京区壬生相合町,16,8,1,LDK,34.23,8000,16,8
阪急京都線 大宮駅 7階建 築16年,ＪＲ山陰本線,丹波口駅,7,京都府京都市中京区壬生相合町,16,8.7,1,LDK,34.51,8000,17.4,8.7
阪急京都線 大宮駅 7階建 築16年,ＪＲ山陰本線,丹波口駅,7,京都府京都市中京区壬生相合町,16,8.7,1,LDK,34.23,8000,17.4,8.7
阪急京都線 大宮駅 7階建 築16年,ＪＲ山陰本線,丹波口駅,7,京都府京都市中京区壬生相合町,16,8.9,1,LDK,34.51,8000,17.8,8.9
阪急京都線 大宮駅 7階建 築16年,ＪＲ山陰本線,丹波口駅,7,京都府京都市中京区壬生相合町,16,8.8,1,LDK,34.51,10000,17.6,8.8
阪急京都線 大宮駅 5階建 築12年,阪急京都線,大宮駅,7,京都府京都市中京区壬生相合町,12,9.6,1,LDK,40.28,6000,5,19.2
阪急京都線 大宮駅 5階建 築12年,阪急京都線,大宮駅,7,京都府京都市中京区壬生相合町,12,9.9,1,LDK,42.36,6000,5,19.8
阪急京都線 大宮駅 5階建 築12年,阪急京都線,大宮駅,7,京都府京都市中京区壬生相合町,12,10,1,LDK,43.46,6000,5,20
阪急京都線 大宮駅 5階建 築12年,阪急京都線,大宮駅,7,京都府京都市中京区壬生相合町,12,10,1,LDK,42.36,6000,5,20
阪急京都線 大宮駅 2階建 築35年,阪急京都線,大宮駅,7,京都府京都市中京区壬生御所ノ内町,35,8.5,3,DK,59.67,,,20
阪急京都線 大宮駅 2階建 築35年,阪急京都線,大宮駅,7,京都府京都市中京区壬生御所ノ内町,35,10,3,DK,59.67,,,60
ＪＲ山陰本線 円町駅 5階建 築17年,ＪＲ山陰本線,円町駅,5,京都府京都市中京区西ノ京中保町,17,8.5,2,DK,40.82,10000,8.5,20
ＪＲ山陰本線 円町駅 5階建 築17年,ＪＲ山陰本線,円町駅,5,京都府京都市中京区西ノ京中保町,17,9.3,2,DK,40.82,10000,9.3,20
ＪＲ山陰本線 円町駅 5階建 築17年,ＪＲ山陰本線,円町駅,5,京都府京都市中京区西ノ京中保町,17,9.5,1,LDK,40.82,10000,9.5,18
Ｂｕｒｅｚｉｏ　セフィール,ＪＲ山陰本線,円町駅,5,京都府京都市中京区西ノ京中保町,17,8.5,2,DK,40.82,10000,8.5,20
Ｂｕｒｅｚｉｏ　セフィール,ＪＲ山陰本線,円町駅,5,京都府京都市中京区西ノ京中保町,17,9.9,2,K,40.82,6000,13,27
エヴァーステージ京都二条,地下鉄東西線,二条駅,5,京都府京都市中京区壬生朱雀町,16,10.3,1,LDK,46.26,10000,,20.6
Ｐｒｉｖａｔｅ　Ｒｅｓｉｄｅｎｃｅ　ＨＩＲＯ,ＪＲ山陰本線,丹波口駅,9,京都府京都市中京区壬生松原町,3,7.7,1,LDK,37.77,5000,7.7,7.7
阪急京都線 西院駅 3階建 築3年,ＪＲ山陰本線,丹波口駅,9,京都府京都市中京区壬生松原町,3,7.7,1,LDK,37.77,5000,7.7,7.7
アルティスタ三条,ＪＲ山陰本線,二条駅,5,京都府京都市中京区壬生神明町,25,5.3,1,K,23.7,3000,5,5
アルティスタ三条,ＪＲ山陰本線,二条駅,5,京都府京都市中京区壬生神明町,25,5.3,1,K,23.7,3000,5,5
アルティスタ三条,ＪＲ山陰本線,二条駅,5,京都府京都市中京区壬生神明町,25,5.4,2,K,24.85,3000,5,5
アルティスタ三条,ＪＲ山陰本線,二条駅,5,京都府京都市中京区壬生神明町,25,5.4,2,K,24.85,3000,5,5
アルティスタ三条,ＪＲ山陰本線,二条駅,5,京都府京都市中京区壬生神明町,25,5.5,2,K,24.85,3000,5,5
ＪＲ山陰本線 二条駅 4階建 築25年,ＪＲ山陰本線,二条駅,5,京都府京都市中京区壬生神明町,25,5.3,1,K,23.7,3000,5,5
ＪＲ山陰本線 二条駅 4階建 築25年,ＪＲ山陰本線,二条駅,5,京都府京都市中京区壬生神明町,25,5.3,1,K,23.7,3000,5,5
ＪＲ山陰本線 二条駅 4階建 築25年,ＪＲ山陰本線,二条駅,5,京都府京都市中京区壬生神明町,25,5.4,2,K,24.85,3000,5,5
ＪＲ山陰本線 二条駅 4階建 築25年,ＪＲ山陰本線,二条駅,5,京都府京都市中京区壬生神明町,25,5.4,2,K,24.85,3000,5,5
