物件名,路線,最寄駅,距離,住所,築年数,賃料,部屋数,プラン,面積,管理費,敷金,礼金
地下鉄烏丸線 今出川駅 7階建 築11年,地下鉄烏丸線,鞍馬口駅,14.0,京都府京都市上京区寺之内竪町,11,8,1,LDK,41.7,6000,8,20
地下鉄烏丸線 今出川駅 7階建 築11年,地下鉄烏丸線,鞍馬口駅,14.0,京都府京都市上京区寺之内竪町,11,8,1,LDK,41.7,6000,8,18
地下鉄烏丸線 丸太町駅 地下1地上9階建 築17年,地下鉄烏丸線,丸太町駅,10.0,京都府京都市上京区五町目,17,6.8,1,LDK,25.34,7000,,
地下鉄烏丸線 丸太町駅 地下1地上9階建 築17年,地下鉄烏丸線,丸太町駅,10.0,京都府京都市上京区五町目,17,6.8,1,DK,25.34,7000,,
地下鉄烏丸線 丸太町駅 地下1地上9階建 築17年,地下鉄烏丸線,丸太町駅,10.0,京都府京都市上京区五町目,17,9.9,1,LDK,33.84,7000,,
京福電鉄北野線 北野白梅町駅 6階建 築8年,京福電鉄北野線,北野白梅町駅,14.0,京都府京都市上京区革堂前之町,8,5.65,1,K,24.27,7000,7,10
京福電鉄北野線 北野白梅町駅 6階建 築8年,京福電鉄北野線,北野白梅町駅,14.0,京都府京都市上京区革堂前之町,8,5.85,1,K,24.27,7000,7,10
京福電鉄北野線 北野白梅町駅 6階建 築8年,京福電鉄北野線,北野白梅町駅,14.0,京都府京都市上京区革堂前之町,8,5.9,1,K,24.27,7000,7,10
京福電鉄北野線 北野白梅町駅 6階建 築8年,京福電鉄北野線,北野白梅町駅,14.0,京都府京都市上京区革堂前之町,8,5.95,1,K,26.07,7000,7,10
京福電鉄北野線 北野白梅町駅 6階建 築8年,京福電鉄北野線,北野白梅町駅,14.0,京都府京都市上京区革堂前之町,8,6.3,1,K,25.53,7000,7,10
ベネ・ヴィータ,地下鉄烏丸線,今出川駅,4.0,京都府京都市上京区武者小路町,7,5.9,1,K,22.7,7000,,10
地下鉄烏丸線 今出川駅 4階建 築8年,地下鉄烏丸線,今出川駅,5.0,京都府京都市上京区武者小路町,8,5.9,1,K,22.95,7000,,10
地下鉄烏丸線 丸太町駅 6階建 築13年,地下鉄烏丸線,丸太町駅,13.0,京都府京都市上京区西院町,13,6.1,1,K,23.36,7000,,12.2
地下鉄烏丸線 丸太町駅 6階建 築13年,地下鉄烏丸線,丸太町駅,13.0,京都府京都市上京区西院町,13,6.1,1,K,23,7000,,12.2
地下鉄烏丸線 丸太町駅 6階建 築13年,地下鉄烏丸線,丸太町駅,13.0,京都府京都市上京区西院町,13,6.1,1,K,23,7000,,12.2
地下鉄烏丸線 丸太町駅 6階建 築13年,地下鉄烏丸線,丸太町駅,13.0,京都府京都市上京区西院町,13,6.1,1,K,23,7000,,12.2
地下鉄烏丸線 丸太町駅 6階建 築13年,地下鉄烏丸線,丸太町駅,13.0,京都府京都市上京区西院町,13,6.1,1,K,23,7000,,12.2
地下鉄烏丸線 丸太町駅 6階建 築13年,地下鉄烏丸線,丸太町駅,13.0,京都府京都市上京区西院町,13,6.1,1,K,23.36,7000,,12.2
地下鉄烏丸線 丸太町駅 6階建 築13年,地下鉄烏丸線,丸太町駅,13.0,京都府京都市上京区西院町,13,6.1,1,K,23,7000,,12.2
地下鉄烏丸線 丸太町駅 6階建 築13年,地下鉄烏丸線,丸太町駅,13.0,京都府京都市上京区西院町,13,6.1,1,K,23,7000,,12.2
地下鉄烏丸線 丸太町駅 6階建 築13年,地下鉄烏丸線,丸太町駅,13.0,京都府京都市上京区西院町,13,6.1,1,K,22.01,7000,,12.2
地下鉄烏丸線 丸太町駅 6階建 築13年,地下鉄烏丸線,丸太町駅,13.0,京都府京都市上京区西院町,13,6.1,1,K,22.36,7000,,12.2
地下鉄烏丸線 今出川駅 11階建 築30年,地下鉄烏丸線,今出川駅,7.0,京都府京都市上京区飛鳥井町,30,4.2,1,K,18.2,6000,,
地下鉄烏丸線 今出川駅 11階建 築30年,地下鉄烏丸線,今出川駅,7.0,京都府京都市上京区飛鳥井町,30,4.2,1,K,18,6000,,
地下鉄烏丸線 今出川駅 11階建 築30年,地下鉄烏丸線,今出川駅,7.0,京都府京都市上京区飛鳥井町,30,4.2,1,K,18,6000,,
地下鉄烏丸線 今出川駅 11階建 築30年,地下鉄烏丸線,今出川駅,7.0,京都府京都市上京区飛鳥井町,30,4.2,1,K,18,6000,,
地下鉄烏丸線 今出川駅 11階建 築30年,地下鉄烏丸線,今出川駅,7.0,京都府京都市上京区飛鳥井町,30,4.2,1,R,18.2,6000,,
地下鉄烏丸線 今出川駅 11階建 築30年,地下鉄烏丸線,今出川駅,7.0,京都府京都市上京区飛鳥井町,30,4.2,1,K,18,6000,,
地下鉄烏丸線 今出川駅 11階建 築30年,地下鉄烏丸線,今出川駅,7.0,京都府京都市上京区飛鳥井町,30,4.2,1,K,18,6000,,
地下鉄烏丸線 今出川駅 11階建 築30年,地下鉄烏丸線,今出川駅,7.0,京都府京都市上京区飛鳥井町,30,4.4,1,K,18.2,6000,,
地下鉄烏丸線 今出川駅 11階建 築30年,地下鉄烏丸線,今出川駅,7.0,京都府京都市上京区飛鳥井町,30,4.4,1,K,18,6000,,
地下鉄烏丸線 今出川駅 11階建 築30年,地下鉄烏丸線,今出川駅,7.0,京都府京都市上京区飛鳥井町,30,4.5,1,K,18,6000,,
地下鉄烏丸線 今出川駅 11階建 築30年,地下鉄烏丸線,今出川駅,7.0,京都府京都市上京区飛鳥井町,30,5.4,1,K,18,6000,,
ロフティ智恵光院今出川,地下鉄烏丸線,今出川駅,18.0,京都府京都市上京区五辻町,17,5.3,1,K,22.35,6000,,12
ロフティ智恵光院今出川,地下鉄烏丸線,今出川駅,18.0,京都府京都市上京区五辻町,17,5.8,1,K,31.05,6000,,
京阪鴨東線 出町柳駅 地下1地上7階建 築22年,京阪鴨東線,出町柳駅,6.0,京都府京都市上京区栄町,22,6.3,1,K,25,7000,8,8
京阪鴨東線 出町柳駅 地下1地上7階建 築22年,京阪鴨東線,出町柳駅,6.0,京都府京都市上京区栄町,22,6.8,1,K,27.5,7000,8,8
京阪鴨東線 出町柳駅 地下1地上7階建 築22年,京阪鴨東線,出町柳駅,6.0,京都府京都市上京区栄町,22,7,1,K,26.4,7000,8,8
京阪鴨東線 出町柳駅 地下1地上7階建 築22年,京阪鴨東線,出町柳駅,6.0,京都府京都市上京区栄町,22,7.1,1,K,28,7000,8,8
京阪鴨東線 出町柳駅 地下1地上7階建 築22年,京阪鴨東線,出町柳駅,6.0,京都府京都市上京区栄町,22,7.1,1,K,24.9,7000,8,8
京阪鴨東線 出町柳駅 地下1地上7階建 築22年,京阪鴨東線,出町柳駅,6.0,京都府京都市上京区栄町,22,7.8,1,DK,35,7000,10,10
スペースレジデンス西陣,京福電鉄北野線,北野白梅町駅,14.0,京都府京都市上京区松屋町,28,4,1,R,20.7,5000,,4
スペースレジデンス西陣,京福電鉄北野線,北野白梅町駅,14.0,京都府京都市上京区松屋町,28,15,8,LDK,141.4,5000,15,30
スペースレジデンス西陣,京福電鉄北野線,北野白梅町駅,14.0,京都府京都市上京区松屋町,28,15,8,LDK,141.4,5000,15,30
ＪＲ山陰本線 二条駅 2階建 築38年,京福電鉄北野線,北野白梅町駅,15.0,京都府京都市上京区西中筋町,38,17,6,LDK,134.46,,17,17
パセオ・アグラシオン今出川,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区上片原町,20,7.6,1,LDK,37.96,7000,7.6,7.6
パセオ・アグラシオン今出川,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区上片原町,20,7.8,1,LDK,37.96,7000,7.8,7.8
パセオ・アグラシオン今出川,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区上片原町,20,8.2,1,LDK,37.96,7000,8.2,8.2
是空HORIKAWA,地下鉄烏丸線,丸太町駅,9.0,京都府京都市上京区五町目,17,6.8,1,LDK,25.34,7000,,
是空HORIKAWA,地下鉄烏丸線,丸太町駅,9.0,京都府京都市上京区五町目,17,6.8,1,DK,25.34,7000,,
是空HORIKAWA,地下鉄烏丸線,丸太町駅,9.0,京都府京都市上京区五町目,17,7.3,1,K,31,7000,,
是空HORIKAWA,地下鉄烏丸線,丸太町駅,9.0,京都府京都市上京区五町目,17,9.9,1,LDK,33.84,7000,,
ヴェルデ御所東,京阪鴨東線,出町柳駅,6.0,京都府京都市上京区梶井町,17,40,4,LDK,125,,40,40
ヴェルデ御所東,京阪鴨東線,出町柳駅,6.0,京都府京都市上京区梶井町,17,40,4,LDK,125,,40,40
エレーゼ北野,ＪＲ山陰本線,円町駅,9.0,京都府京都市上京区大宮町,30,7.2,1,LDK,44,8000,7.2,7.2
エレーゼ北野,ＪＲ山陰本線,円町駅,9.0,京都府京都市上京区大宮町,30,7.2,1,LDK,38.86,8000,7.2,7.2
エレーゼ北野,ＪＲ山陰本線,円町駅,9.0,京都府京都市上京区大宮町,30,7.2,1,LDK,38.86,8000,7.2,7.2
エレーゼ北野,ＪＲ山陰本線,円町駅,9.0,京都府京都市上京区大宮町,30,7.2,1,LDK,33.34,8000,7.2,7.2
エレーゼ北野,ＪＲ山陰本線,円町駅,9.0,京都府京都市上京区大宮町,30,7.7,1,LDK,33.34,8000,7.7,7.7
地下鉄烏丸線 今出川駅 5階建 築15年,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区山名町,15,6.5,2,K,32.97,6000,5,12
地下鉄烏丸線 今出川駅 5階建 築15年,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区山名町,15,6.5,1,K,29.98,6000,5,12
地下鉄烏丸線 今出川駅 5階建 築15年,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区山名町,15,7,2,K,32.97,6000,5,15
シベール・青殿,地下鉄烏丸線,今出川駅,15.0,京都府京都市上京区栄町,38,9.5,3,LDK,60.39,7200,,9.5
シベール・青殿,地下鉄烏丸線,今出川駅,15.0,京都府京都市上京区栄町,38,9.7,3,LDK,60.39,7200,,9.7
地下鉄烏丸線 今出川駅 5階建 築38年,地下鉄烏丸線,今出川駅,15.0,京都府京都市上京区栄町,38,9.5,3,LDK,60.39,7200,,9.5
地下鉄烏丸線 今出川駅 5階建 築38年,地下鉄烏丸線,今出川駅,15.0,京都府京都市上京区栄町,38,9.7,3,LDK,60.39,7200,,9.7
地下鉄烏丸線 丸太町駅 3階建 新築,地下鉄烏丸線,丸太町駅,7.0,京都府京都市上京区常泉院町,0,22.5,3,LDK,98.21,,22.5,22.5
地下鉄烏丸線 丸太町駅 3階建 新築,地下鉄烏丸線,丸太町駅,7.0,京都府京都市上京区常泉院町,0,23,3,LDK,98.21,,23,23
地下鉄烏丸線 丸太町駅 3階建 新築,地下鉄烏丸線,丸太町駅,7.0,京都府京都市上京区常泉院町,0,23.5,3,LDK,98.21,,23.5,23.5
仮）常泉院マンション,地下鉄烏丸線,丸太町駅,7.0,京都府京都市上京区常泉院町,0,22.5,3,LDK,98.21,,22.5,22.5
仮）常泉院マンション,地下鉄烏丸線,丸太町駅,7.0,京都府京都市上京区常泉院町,0,23,3,LDK,98.21,,23,23
仮）常泉院マンション,地下鉄烏丸線,丸太町駅,7.0,京都府京都市上京区常泉院町,0,23.5,3,LDK,98.21,,23.5,23.5
グランフィオーレ　ウエダ,ＪＲ山陰本線,二条駅,17.0,京都府京都市上京区中村町,15,7.6,1,DK,34,3900,,7.6
アークリード堀川寺之内,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区東西町,9,5.2,1,K,21.2,6000,,
アークリード堀川寺之内,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区東西町,9,5.5,1,K,19.9,6000,,
アークリード堀川寺之内,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区東西町,9,5.8,1,K,19.9,6000,,5.8
地下鉄烏丸線 今出川駅 4階建 築9年,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区東西町,9,5.2,1,K,21.2,6000,,
地下鉄烏丸線 今出川駅 4階建 築9年,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区東西町,9,5.5,1,K,19.9,6000,,
地下鉄烏丸線 今出川駅 4階建 築9年,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区東西町,9,5.8,1,K,19.9,6000,,5.8
ベラジオ京都西陣,京福電鉄北野線,北野白梅町駅,15.0,京都府京都市上京区西五辻東町,3,8.5,1,LDK,34.89,11510,,9.66
ベラジオ京都西陣,京福電鉄北野線,北野白梅町駅,15.0,京都府京都市上京区西五辻東町,3,8.65,1,LDK,37.58,12410,,9.9
マッケンジー東堀川,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区主計町,27,5.9,2,K,28,6000,,
マッケンジー東堀川,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区主計町,27,5.9,2,K,28,6000,,
マッケンジー東堀川,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区主計町,27,5.9,2,K,28,6000,,
マッケンジー東堀川,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区主計町,27,5.9,2,K,28,6000,,
マッケンジー東堀川,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区主計町,27,5.9,2,K,28,6000,,
地下鉄烏丸線 今出川駅 4階建 築33年,地下鉄烏丸線,今出川駅,4.0,京都府京都市上京区瓢箪図子町,33,8.1,2,DK,45,8000,,15
地下鉄烏丸線 今出川駅 4階建 築33年,地下鉄烏丸線,今出川駅,4.0,京都府京都市上京区瓢箪図子町,33,8.5,2,LDK,50.59,8000,,10
地下鉄烏丸線 今出川駅 4階建 築33年,地下鉄烏丸線,今出川駅,4.0,京都府京都市上京区瓢箪図子町,33,8.7,2,LDK,50.4,8000,5,10
地下鉄烏丸線 今出川駅 4階建 築33年,地下鉄烏丸線,今出川駅,4.0,京都府京都市上京区瓢箪図子町,33,8.8,2,LDK,50.59,8000,,5
地下鉄烏丸線 今出川駅 4階建 築33年,地下鉄烏丸線,今出川駅,4.0,京都府京都市上京区瓢箪図子町,33,8.8,2,LDK,50.59,8000,,20
地下鉄烏丸線 今出川駅 4階建 築33年,地下鉄烏丸線,今出川駅,4.0,京都府京都市上京区瓢箪図子町,33,8.9,2,LDK,50.4,8000,,10
地下鉄烏丸線 今出川駅 4階建 築33年,地下鉄烏丸線,今出川駅,4.0,京都府京都市上京区瓢箪図子町,33,9,2,LDK,50.59,8000,,15
地下鉄東西線 二条城前駅 平屋 築43年,地下鉄東西線,二条城前駅,15.0,京都府京都市上京区荒神町,43,9,4,DK,69.98,,,
ＪＲ山陰本線 二条駅 地下1地上10階建 築34年,地下鉄東西線,二条駅,12.0,京都府京都市上京区小山町,34,16,4,LDK,88.41,,16,32
メイプル　チハナ,地下鉄烏丸線,今出川駅,6.0,京都府京都市上京区東今町,10,12.1,2,LDK,52.7,7000,10,25
地下鉄東西線 二条駅 7階建 築6年,地下鉄東西線,二条駅,11.0,京都府京都市上京区藁屋町,6,9.5,1,LDK,39.55,11970,,9.5
地下鉄東西線 二条駅 7階建 築6年,地下鉄東西線,二条駅,11.0,京都府京都市上京区藁屋町,6,9.9,1,LDK,43.12,13000,,9.9
地下鉄東西線 二条駅 7階建 築6年,地下鉄東西線,二条駅,11.0,京都府京都市上京区藁屋町,6,11,1,LDK,48.32,14510,,15
地下鉄東西線 二条駅 7階建 築6年,地下鉄東西線,二条駅,11.0,京都府京都市上京区藁屋町,6,11,1,LDK,54.24,16230,,
地下鉄烏丸線 今出川駅 2階建 築9年,地下鉄烏丸線,今出川駅,5.0,京都府京都市上京区一松町,9,17,3,LDK,76.86,,,34
地下鉄烏丸線 今出川駅 2階建 築9年,地下鉄烏丸線,今出川駅,5.0,京都府京都市上京区一松町,9,17,3,LDK,76.86,,,34
ＳＩＬＫ　ＨＯＵＳＥとなみ　２号館,地下鉄烏丸線,鞍馬口駅,14.0,京都府京都市上京区寺之内竪町,11,8,1,LDK,41.7,6000,8,20
ＳＩＬＫ　ＨＯＵＳＥとなみ　２号館,地下鉄烏丸線,鞍馬口駅,14.0,京都府京都市上京区寺之内竪町,11,8,1,LDK,41.7,6000,8,20
スワンズ京都西陣,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区元伊佐町,18,5.5,1,K,22.62,7000,,5.5
スワンズ京都西陣,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区元伊佐町,18,5.19,1,K,25.34,11150,,6.3
ウイングコート御所東,京阪鴨東線,出町柳駅,7.0,京都府京都市上京区大猪熊町,10,9.5,1,LDK,37.26,4000,9.5,9.5
京阪鴨東線 出町柳駅 2階建 築10年,京阪鴨東線,出町柳駅,7.0,京都府京都市上京区大猪熊町,10,9.5,1,LDK,37.26,4000,9.5,9.5
地下鉄烏丸線 丸太町駅 10階建 築17年,地下鉄烏丸線,丸太町駅,10.0,京都府京都市上京区藁屋町,17,5.38,1,K,25.8,10710,3,8
地下鉄烏丸線 丸太町駅 10階建 築17年,地下鉄烏丸線,丸太町駅,10.0,京都府京都市上京区藁屋町,17,5.39,1,K,25.8,10710,3,8
地下鉄烏丸線 丸太町駅 10階建 築17年,地下鉄烏丸線,丸太町駅,10.0,京都府京都市上京区藁屋町,17,5.63,1,K,25.8,10710,,8
京福電鉄北野線 北野白梅町駅 5階建 築8年,京福電鉄北野線,北野白梅町駅,6.0,京都府京都市上京区西今小路町,8,9,1,LDK,41.48,6000,9,9
リーガル京都西陣,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区芝薬師町,27,3.3,1,K,21.04,6600,,3.3
リーガル京都西陣,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区芝薬師町,27,4.3,1,K,21.04,6600,,5
リーガル京都西陣,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区芝薬師町,27,4.7,1,K,21.04,6600,,5
ＲＵＳＣＥＬＬＯ－ＵＮＯ,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区革堂町,10,6,1,K,22.95,6000,,6
ＲＵＳＣＥＬＬＯ－ＵＮＯ,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区革堂町,10,6.1,1,K,22.95,6000,,6.1
RUSCELLO-UNO,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区革堂町,10,6,1,K,22.95,6000,7,6
RUSCELLO-UNO,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区革堂町,10,6.1,1,K,22.95,6000,7,6.1
RUSCELLO-UNO,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区革堂町,10,6.2,1,K,22.95,6000,7,6.2
地下鉄烏丸線 今出川駅 5階建 築10年,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区革堂町,10,6.1,1,K,22.95,6000,,6.1
地下鉄烏丸線 今出川駅 7階建 築10年,地下鉄烏丸線,今出川駅,8.0,京都府京都市上京区東今町,10,12.1,2,LDK,52.7,7000,10,25
ファステート京都西陣エール,地下鉄烏丸線,今出川駅,14.0,京都府京都市上京区西北小路町,1,5.5,1,K,22.41,10000,,6.5
メゾン・ド・ルパン,京福電鉄北野線,北野白梅町駅,10.0,京都府京都市上京区東町,27,4.6,1,K,20.08,6000,5,
メゾン・ド・ルパン,京福電鉄北野線,北野白梅町駅,10.0,京都府京都市上京区東町,27,4.6,1,K,20.08,6000,5,
京洛マンション,地下鉄烏丸線,今出川駅,11.0,京都府京都市上京区藪之下町,10,5.9,1,K,28,6000,3,7
京洛マンション,地下鉄烏丸線,今出川駅,11.0,京都府京都市上京区藪之下町,10,5.9,1,K,26.08,6000,3,7
１９１９岡部,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区晴明町,31,4.6,1,K,20.92,6000,,4.6
１９１９岡部,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区晴明町,31,4.6,1,K,20.8,6000,,4.6
地下鉄烏丸線 今出川駅 9階建 築31年,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区晴明町,31,4.6,1,K,20,6000,,4.6
地下鉄烏丸線 今出川駅 9階建 築31年,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区晴明町,31,4.6,1,K,20.8,6000,,4.6
ベレーザ丸太町,地下鉄東西線,二条城前駅,9.0,京都府京都市上京区南伊勢屋町,19,4.5,1,K,22.24,4000,5,5
ベレーザ丸太町,地下鉄東西線,二条城前駅,9.0,京都府京都市上京区南伊勢屋町,19,4.5,1,K,27.87,5000,,
ベレーザ丸太町,地下鉄東西線,二条城前駅,9.0,京都府京都市上京区南伊勢屋町,19,4.5,1,K,22.24,5000,,
ベレーザ丸太町,地下鉄東西線,二条城前駅,9.0,京都府京都市上京区南伊勢屋町,19,4.5,1,K,22.75,5000,,
ベレーザ丸太町,地下鉄東西線,二条城前駅,9.0,京都府京都市上京区南伊勢屋町,19,6.9,2,DK,52.59,6000,,
ベレーザ丸太町,地下鉄東西線,二条城前駅,9.0,京都府京都市上京区南伊勢屋町,19,7.5,2,LDK,52.59,4000,,
ハウスセゾン朱雀大路,京福電鉄北野線,北野白梅町駅,12.0,京都府京都市上京区四番町,18,5.1,1,K,24.93,6400,,5.1
ハウスセゾン朱雀大路,京福電鉄北野線,北野白梅町駅,12.0,京都府京都市上京区四番町,18,5.1,1,K,24.93,6400,,5.1
ハウスセゾン朱雀大路,京福電鉄北野線,北野白梅町駅,12.0,京都府京都市上京区四番町,18,5.4,1,K,25,6400,,5.4
プリモベント円町,ＪＲ山陰本線,円町駅,7.0,京都府京都市上京区堀川町,11,5.5,1,K,27.72,4000,,15
ＪＲ山陰本線 円町駅 5階建 築11年,ＪＲ山陰本線,円町駅,7.0,京都府京都市上京区堀川町,11,5.5,1,K,27.72,4000,,15
地下鉄東西線 二条城前駅 2階建 築13年,地下鉄東西線,二条城前駅,9.0,京都府京都市上京区木屋之町,13,5.4,1,K,19.87,7000,,5.4
地下鉄東西線 二条城前駅 2階建 築13年,地下鉄東西線,二条城前駅,9.0,京都府京都市上京区木屋之町,13,5.5,1,K,19.87,7000,,5.5
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,5.6,1,K,28.74,7000,,5
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,5.7,1,K,28.74,7000,,5
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6,1,DK,30.77,7000,,
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6,1,DK,30.77,7000,,
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6,1,DK,28.73,7000,,5
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6,1,DK,28.73,7000,5,5
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6.1,1,DK,30.77,7000,,5
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6.1,1,DK,30.77,7000,,5
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6.2,1,DK,30.77,7000,5,20
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6.2,1,DK,30.65,7000,,5
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6.2,1,DK,30.65,7000,,
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6.3,1,DK,30.65,7000,,5
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6.4,1,DK,30.77,7000,,20
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6.4,1,DK,30.77,7000,5,20
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6.4,1,DK,30.65,7000,,20
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6.4,1,DK,28.73,7000,5,20
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6.5,1,DK,30.65,7000,,5
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6.5,1,DK,30.65,7000,,20
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,6.9,1,DK,33.6,7000,,5
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,7,1,DK,33.6,7000,,5
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,7.1,1,DK,33.6,7000,5,20
ＪＲ山陰本線 二条駅 11階建 築20年,ＪＲ山陰本線,二条駅,10.0,京都府京都市上京区十四軒町,20,7.2,1,DK,33.6,7000,,5
地下鉄烏丸線 今出川駅 4階建 築34年,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区東長者町,34,4.6,1,DK,26.64,5000,4.6,
地下鉄烏丸線 今出川駅 4階建 築34年,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区東長者町,34,5,1,K,26.64,5000,5,
地下鉄烏丸線 今出川駅 4階建 築34年,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区東長者町,34,5.7,1,DK,34.5,5000,5.7,
地下鉄烏丸線 今出川駅 4階建 築34年,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区東長者町,34,5.9,1,DK,34.5,5000,5.9,
プレパレス,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区東長者町,34,4.6,1,DK,26.64,5000,4.6,
プレパレス,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区東長者町,34,5,1,K,26.64,5000,5,
プレパレス,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区東長者町,34,5.7,1,DK,34.5,5000,5.7,
プレパレス,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区東長者町,34,5.7,1,DK,34.5,5000,5.7,
プレパレス,地下鉄烏丸線,今出川駅,10.0,京都府京都市上京区東長者町,34,5.9,1,DK,34.5,5000,5.9,
ＪＲ山陰本線 二条駅 10階建 築24年,ＪＲ山陰本線,二条駅,9.0,京都府京都市上京区主税町,24,5.3,1,K,24.49,7000,5,25
ＪＲ山陰本線 二条駅 10階建 築24年,ＪＲ山陰本線,二条駅,9.0,京都府京都市上京区主税町,24,5.3,1,K,24.49,7000,5,25
ＷＩＳＨＢＯＮＥ鞍馬口大宮,地下鉄烏丸線,鞍馬口駅,12.0,京都府京都市上京区東若宮町,7,6,1,K,25,6000,,
ＷＩＳＨＢＯＮＥ鞍馬口大宮,地下鉄烏丸線,鞍馬口駅,12.0,京都府京都市上京区東若宮町,7,6.6,1,K,30,6000,,
京阪鴨東線 神宮丸太町駅 2階建 築3年,京阪鴨東線,神宮丸太町駅,4.0,京都府京都市上京区南町,3,25,2,SLDK,83.58,8000,,50
シャーメゾン神宮丸太町,京阪鴨東線,神宮丸太町駅,4.0,京都府京都市上京区南町,3,25,2,SLDK,83.58,8000,,50
